id,price_doc
30913,17454043.58
30914,6841659.952
30915,10138558.23
30916,4961320.061
30917,16132360.19
30918,5796162.896
30919,6199336.386
30920,4636642.593
30921,4216496.791
30922,7419943.924
30923,3332215.572
30924,6769114.47
30925,14204480.69
30926,10770411.04
30927,10549321.79
30928,6709230.907
30929,6281044.016
30930,11531543.06
30931,10137385.75
30932,5890409.349
30933,6972943.065
30934,12675695.76
30935,7482022.432
30936,7382006.421
30937,9835645.662
30938,2849458.134
30939,10570177.85
30940,7626395.998
30941,7298383.409
30942,3073111.967
30943,6918506.39
30944,6755526.632
30945,3292974.386
30946,12860027.68
30947,5786641.897
30948,8985195.744
30949,7051666.235
30950,7745982.883
30951,14417998.66
30952,10949683.86
30953,11323309.5
30954,6423704.35
30955,8423153.35
30956,8812399.599
30957,6342668.053
30958,18806606.53
30959,9054235.097
30960,9081776.432
30961,10886867.73
30962,12942743.95
30963,2413360.639
30964,5881883.891
30965,7311972.601
30966,13756701.33
30967,7956407.116
30968,3271316.874
30969,2183400.366
30970,7631928.831
30971,11018815.06
30972,2705338.866
30973,5619553.103
30974,4489897.999
30975,10269832.35
30976,6679782.717
30977,5346437.591
30978,9891830.636
30979,2991755.414
30980,4055110.493
30981,6386048.458
30982,6351643.008
30983,3489713.036
30984,7207997.489
30985,3553895.652
30986,11455378.08
30987,11325297.03
30988,6872024.553
30989,9106325.466
30990,12738736.84
30991,10257323.8
30992,3443181.025
30993,7912658.455
30994,6295578.448
30995,8883801.955
30996,6724099.492
30997,8327969.578
30998,7416572.884
30999,4779580.227
31000,10229810.63
31001,8450868.226
31002,14403717.76
31003,8083514.526
31004,3938049.166
31005,1929775.972
31006,9553860.368
31007,6161767.004
31008,7841818.136
31009,13200573.56
31010,8508424.338
31011,4303820.88
31012,6379036.181
31013,7128310.195
31014,11541663
31015,8763745.609
31016,4040009.49
31017,11223277.8
31018,6126371.814
31019,4877207.393
31020,6481779.849
31021,13543337.66
31022,19864242.5
31023,11540481.93
31024,5539061.229
31025,8114024.852
31026,8237262.89
31027,4637348.492
31028,5687914.174
31029,10752460.79
31030,6053269.248
31031,7636724.372
31032,14906855.39
31033,10086922.62
31034,9053296.074
31035,9514277.899
31036,11220924.55
31037,17776906.95
31038,4662157.997
31039,7095045.074
31040,7337304.514
31041,4554187.003
31042,4458556.181
31043,6656832.45
31044,14210783.07
31045,8395605.943
31046,8548329.372
31047,8891239.594
31048,6011049.204
31049,10657833.01
31050,9995378.435
31051,6884158.549
31052,2520570.431
31053,11903281.93
31054,8501142.612
31055,5032137.872
31056,13688131.94
31057,7098306.27
31058,9132572.5
31059,2717314.486
31060,7562611.856
31061,8409528.79
31062,10031439.14
31063,2025998.25
31064,4445277.222
31065,9182500.775
31066,6055992.774
31067,10349964.19
31068,4308685.499
31069,5415412.737
31070,4045126.629
31071,2123475.778
31072,8474395.184
31073,912186.0011
31074,7793997.615
31075,10357728.94
31076,10863990.77
31077,6024055.156
31078,5200940.843
31079,4529278.677
31080,9561820.923
31081,3102555.514
31082,11024571.76
31083,6122015.609
31084,11163341.77
31085,10285907.91
31086,3364489.714
31087,5460071.558
31088,11096843.21
31089,11646134.04
31090,23380653.11
31091,4056909.745
31092,7151057.941
31093,7904306.829
31094,7958702.786
31095,6436295.143
31096,13062702.96
31097,10231541.06
31098,11246402.54
31099,19728324.02
31100,5925004.619
31101,4025133.277
31102,7592243.106
31103,9937415.493
31104,6101108.575
31105,8552429.071
31106,4094243.549
31107,14058026.49
31108,9101935.918
31109,4216008.409
31110,10827741.29
31111,12494990.5
31112,5865506.238
31113,4223817.44
31114,4501509.679
31115,4510914.515
31116,6518035.373
31117,8382770.626
31118,3354677.845
31119,3489460.213
31120,6111919.505
31121,9014193.567
31122,6088584.238
31123,6091722.385
31124,7108555.6
31125,13797124.72
31126,17296851.28
31127,7881328.963
31128,7422320.2
31129,5135923.182
31130,12587620.71
31131,11850745.86
31132,13038790.33
31133,11430345.32
31134,7213046.76
31135,11346038.2
31136,9546202.292
31137,7858961.932
31138,5508193.418
31139,2633437.619
31140,6893424.132
31141,7541141.078
31142,11557104.7
31143,5342184.015
31144,1750258.968
31145,5742609.153
31146,5711522.933
31147,12304560.04
31148,6755101.267
31149,1075822.498
31150,9867174.336
31151,6785434.633
31152,10165892.84
31153,4505391.932
31154,12957209.54
31155,7419826.536
31156,11378403.46
31157,4946422.788
31158,11576132.67
31159,7927290.884
31160,5791685.365
31161,2881183.135
31162,5060758.594
31163,6569375.489
31164,6351846.395
31165,7409945.377
31166,6385423.568
31167,9812924.561
31168,11174321.21
31169,14154340.32
31170,6672741.872
31171,17111277.93
31172,3783450.235
31173,10535175.46
31174,10793183.35
31175,13987870.41
31176,5039328.764
31177,10129821.09
31178,4737045.372
31179,6044196.264
31180,4095892.065
31181,11092767.27
31182,8473177.754
31183,8884192.418
31184,6930242.456
31185,4195082.707
31186,9491890.153
31187,3831267.219
31188,6102103.801
31189,4499665.761
31190,8829046.78
31191,12960904.59
31192,4575952.305
31193,5551294.462
31194,8222328.308
31195,8122081.973
31196,4374015.807
31197,15023346.77
31198,7967200.358
31199,9329001.455
31200,10225458.12
31201,6899566.88
31202,3618008.559
31203,8504164.037
31204,3978754.941
31205,8531531.156
31206,5460101.372
31207,3923697.874
31208,6201498.247
31209,4974447.16
31210,5240163.045
31211,7296553.373
31212,6321480.957
31213,9309755.234
31214,9146601.064
31215,4829071.128
31216,7218601.379
31217,7279061.216
31218,8290724.375
31219,4550931.442
31220,7252900.935
31221,1758062.519
31222,7168339.395
31223,11134502.16
31224,8957230.917
31225,13305865.57
31226,7807920.933
31227,10878019.11
31228,11711954.45
31229,5904371.994
31230,6389565.097
31231,4396549.09
31232,7585245.34
31233,8672387.043
31234,9715664.361
31235,5206678.956
31236,8771119.969
31237,10748035.25
31238,9567575.63
31239,11071304.19
31240,8515187.114
31241,8459335.861
31242,7368447.885
31243,3835166.161
31244,7452019.517
31245,9653571.24
31246,13091441.1
31247,4995684.774
31248,8823611.315
31249,11406497.71
31250,8126404.312
31251,7256601.067
31252,7703964.017
31253,9344195.206
31254,6061562.083
31255,11845946.34
31256,8713976.539
31257,4554825.895
31258,9116681.68
31259,11467217.47
31260,9021271.266
31261,17303540.89
31262,6593936.627
31263,7263250.543
31264,2813664.303
31265,19304959.87
31266,7881117.986
31267,2598102.09
31268,4368258.473
31269,8627734.413
31270,4196985.137
31271,5887797.63
31272,16445354.45
31273,9483313.132
31274,5771248.055
31275,9758590.036
31276,6484088.862
31277,6857173.884
31278,13626250.16
31279,12772714.53
31280,11110797.11
31281,7435005.119
31282,13621230.64
31283,8537799.955
31284,6383487.021
31285,4954486.816
31286,9544448.972
31287,11169335.51
31288,4468038.159
31289,8717003.82
31290,6099980.34
31291,7073266.018
31292,4014487.106
31293,7337008.896
31294,3507260.656
31295,15249466
31296,10735629.37
31297,6163492.201
31298,4324965.008
31299,11240460.11
31300,8425689.741
31301,5277413.324
31302,5367080.005
31303,9470895.711
31304,6873347.794
31305,9463170.788
31306,3561992.755
31307,7780228.762
31308,9371324.309
31309,11667831.79
31310,25068815.93
31311,5931058.637
31312,6464745.86
31313,11454357.26
31314,8792577.793
31315,11313622.48
31316,10748054.9
31317,19785498.64
31318,9902365.592
31319,8756743.917
31320,6922826.015
31321,4877079.701
31322,9123104.086
31323,8914383.476
31324,7447523.23
31325,6504980.317
31326,9403500.655
31327,7870118.435
31328,13782792.98
31329,5883884.408
31330,10062321.33
31331,9489346.839
31332,6597120.106
31333,5106705.061
31334,4337543.535
31335,7842970.088
31336,10581419.72
31337,7819238.087
31338,7024922.297
31339,4066875.615
31340,7009526.418
31341,11180728.23
31342,4273749.584
31343,2786820.952
31344,4455774.711
31345,6030695.139
31346,2334722.429
31347,8731783.469
31348,12553366.42
31349,11117107.98
31350,3655915.544
31351,5847856.282
31352,13833592.79
31353,4884703.86
31354,12346487.91
31355,9980449.591
31356,5278905.056
31357,4765395.5
31358,3304199.313
31359,7554327.242
31360,6565396.897
31361,3347045.52
31362,11845931.04
31363,3885575.613
31364,2112511.284
31365,2378461.084
31366,9413557.973
31367,10226320.66
31368,7358248.891
31369,3555085.849
31370,8680888.876
31371,9495984.326
31372,9016504.713
31373,5846170.924
31374,9985730.215
31375,6470689.669
31376,9346766.326
31377,9705358.505
31378,6320038.61
31379,16568774.11
31380,2627066.293
31381,9659238.707
31382,5992236.757
31383,11000375.45
31384,16590666.87
31385,10717955.46
31386,8465617.747
31387,12899273.42
31388,6598900.488
31389,4296820.311
31390,9422999.543
31391,4595688.834
31392,9877412.025
31393,10952805.77
31394,6508517.514
31395,4695472.089
31396,9128728.556
31397,5167654.622
31398,4297384.549
31399,11347284.29
31400,6037746.666
31401,13685496.83
31402,11490516.8
31403,4866088.848
31404,5727720.327
31405,5119182.941
31406,7253052.951
31407,2803828.435
31408,8411743.721
31409,2526542.488
31410,10690000.13
31411,9462409.287
31412,10692727.15
31413,8666795.893
31414,4791266.579
31415,15450056.8
31416,8519726.746
31417,7257602.953
31418,9255795.615
31419,9497168.017
31420,8401303.581
31421,8837880.744
31422,8493325.839
31423,6868138.477
31424,17412570.38
31425,5060826.546
31426,4343206.776
31427,4857305.671
31428,8533718.957
31429,12986553.98
31430,6151163.817
31431,5081597.949
31432,6538077.203
31433,7605812.21
31434,2180195.807
31435,11593397.5
31436,10385076.44
31437,13837544.59
31438,7055902.918
31439,11166546.14
31440,7304750.028
31441,7674367.013
31442,9205810.816
31443,13528823.98
31444,8597568.509
31445,10848737.2
31446,11679605.96
31447,7010604.616
31448,11174935.46
31449,12655258.65
31450,7537523.909
31451,11678831.27
31452,11807011.89
31453,4147951.18
31454,5378915.984
31455,8638870.152
31456,4472545.554
31457,6399262.932
31458,16346476.39
31459,9064213.508
31460,5107578.555
31461,4782190.258
31462,3951797.649
31463,5590436.594
31464,10179289.93
31465,6323813.076
31466,24798291.81
31467,2313127.698
31468,17487190.23
31469,5236603.525
31470,4657224.565
31471,11292745.06
31472,3235447.914
31473,9740009.722
31474,5884555.189
31475,12935085.03
31476,15162964.84
31477,11466320.68
31478,6448328.193
31479,7963573.159
31480,12848563.46
31481,9445773.449
31482,12204292.95
31483,8227592.976
31484,7458406.753
31485,2158672.171
31486,4606308.248
31487,6211941.444
31488,12785168.98
31489,9576539.781
31490,5490433.849
31491,7117778.694
31492,9566343.814
31493,10399218.63
31494,6500712.119
31495,5860431.769
31496,13149171.3
31497,4062649.913
31498,6532054.888
31499,12057229.94
31500,10983001.32
31501,13756057.1
31502,13065092.06
31503,4759769.285
31504,12317013.3
31505,19998192.83
31506,9733402.655
31507,9048386.351
31508,9317623.528
31509,4784969.428
31510,7891216.048
31511,5087862.822
31512,7082772.134
31513,14829754.82
31514,19209314.58
31515,1113003.907
31516,17355397.98
31517,5638610.196
31518,8994530.172
31519,6670467.795
31520,10169149.32
31521,6323987.801
31522,4495274.545
31523,8074393.721
31524,10849132.57
31525,13414158.07
31526,6778437.519
31527,7766222.42
31528,5535417.918
31529,6380247.861
31530,8529234.19
31531,11276918
31532,6096382.796
31533,13145390.4
31534,8078060.24
31535,14122194.06
31536,10921555.84
31537,4950658.893
31538,5262139.54
31539,4327686.475
31540,11185358.06
31541,4039823.726
31542,5148925.655
31543,2640908.623
31544,4320317.237
31545,9683987.435
31546,14295189.3
31547,6914420.245
31548,6550995.673
31549,7899738.968
31550,4873472.836
31551,7731798.395
31552,9906868.608
31553,5757456.352
31554,7658917.207
31555,3951156.562
31556,5337064.771
31557,7161778.109
31558,11277080.52
31559,3779762.447
31560,5733218.465
31561,9303523.911
31562,16886381.36
31563,4161568.33
31564,9851432.296
31565,9939162.899
31566,5583466.772
31567,16406854.04
31568,9018203.215
31569,7519602.469
31570,7966963.266
31571,6713388.213
31572,2735489.733
31573,5507856.833
31574,11840810.35
31575,6214300.597
31576,8430769.24
31577,6030044.078
31578,12844114.59
31579,5713733.759
31580,8965990.9
31581,7268222.429
31582,8130381.825
31583,10128872.79
31584,2557179.322
31585,9011485.382
31586,12290232.6
31587,16155301.14
31588,9620848.809
31589,4214733.868
31590,5401088.493
31591,8133282.326
31592,7523842.035
31593,8729152.818
31594,9098573.624
31595,7185181.557
31596,3712055.366
31597,4653315.833
31598,3502128.108
31599,7579335.342
31600,7354816.858
31601,14578897.87
31602,6436682.205
31603,19888709.01
31604,8401816.964
31605,5117665.055
31606,7691332.144
31607,8927768.673
31608,7072240.208
31609,4405323.926
31610,10852542.49
31611,6864009.535
31612,5104417.756
31613,5555738.536
31614,12992842.45
31615,10934025.72
31616,14018008.99
31617,2813187.873
31618,6813784.631
31619,8794294.179
31620,5871930.065
31621,7342569.428
31622,19466582.63
31623,11364438.09
31624,5668625.955
31625,10713441.73
31626,5761579.215
31627,8667610.482
31628,12621434.2
31629,7990707.318
31630,4194080.876
31631,6447322.314
31632,15629964.17
31633,6602362.955
31634,9058683.103
31635,11350436.91
31636,6009912.673
31637,4443106.011
31638,6157174.424
31639,2740901.837
31640,12715131.7
31641,3019352.595
31642,3489339.546
31643,6610314.004
31644,12478644.56
31645,7086336.008
31646,10826883.58
31647,5770446.524
31648,12322879.6
31649,6184193.303
31650,5995580.048
31651,11012854.77
31652,5140731.298
31653,6140348.4
31654,6991408.641
31655,4866416.823
31656,17059810.3
31657,8238031.762
31658,6007748.17
31659,10186480.01
31660,5707719.689
31661,7761691.405
31662,7087597.027
31663,3056885.345
31664,4550945.788
31665,4083168.353
31666,5329246.694
31667,10248474.05
31668,9527391.932
31669,11203495.72
31670,7045411.874
31671,8872977.141
31672,8204238.27
31673,10579736.69
31674,7874232.796
31675,7491959.903
31676,8839172.579
31677,4351449.952
31678,7824882.413
31679,8316501.372
31680,10718127.99
31681,7731929.511
31682,3569772.681
31683,8861239.401
31684,6432855.977
31685,3205465.462
31686,11925130.61
31687,12371642.02
31688,12402385.01
31689,2435128.242
31690,6134886.203
31691,3097240.137
31692,6176704.28
31693,5410028.984
31694,8762342.33
31695,7723291.692
31696,3263046.759
31697,6701995.299
31698,2485270.009
31699,6460645.206
31700,6397098.981
31701,9749802.917
31702,6844035.918
31703,8711428.398
31704,5269145.022
31705,9115805.423
31706,5391202.97
31707,9784835.344
31708,8926116.386
31709,6224705.331
31710,11535137.2
31711,7985086.061
31712,7732167.501
31713,8269132.96
31714,6935266.223
31715,4599278.799
31716,6186190.749
31717,8686951.425
31718,4472055.948
31719,8650391.098
31720,5597393.877
31721,4990203.526
31722,6049041.308
31723,7234948.918
31724,7383060.328
31725,4144363.203
31726,13585660.14
31727,5595756.624
31728,4510723.898
31729,7761651.318
31730,3749662.817
31731,10353395.7
31732,9202874.71
31733,2698625.683
31734,6110466.926
31735,3843683.192
31736,7508058.56
31737,4230603.339
31738,8201286.675
31739,5458231.847
31740,9317265.246
31741,11390445.76
31742,14810648.47
31743,10630034.95
31744,5093560.732
31745,4134002.778
31746,9871160.283
31747,4873710.559
31748,14147122.42
31749,5410584.846
31750,12261621.19
31751,7962933.022
31752,4233707.267
31753,4977388.607
31754,10777736.66
31755,11627080.61
31756,2759350.251
31757,7523509.146
31758,7605188.099
31759,7283447.209
31760,6180005.475
31761,11328924.04
31762,3764243.882
31763,11374108.19
31764,8221920.398
31765,3619190.409
31766,11018141.64
31767,2621868.061
31768,7278145.645
31769,11065024.53
31770,2895964.688
31771,2898245.695
31772,14219019.31
31773,7649153.221
31774,6632617.237
31775,12023601.03
31776,1476137.012
31777,5418787.136
31778,16150079.36
31779,10053074.13
31780,7548891.482
31781,14161980.75
31782,13176812.31
31783,3014713.947
31784,6376829.731
31785,6846692.584
31786,6101879.877
31787,8308661.248
31788,5722052.415
31789,6341728.19
31790,2432578.93
31791,9811179.216
31792,6303350.823
31793,14615341.77
31794,6839121.109
31795,7802802.235
31796,6795799.649
31797,13700006.32
31798,7294787.692
31799,3965028.248
31800,6454893.348
31801,2264456.153
31802,10274889.1
31803,7781206.21
31804,5614243.695
31805,2500245.999
31806,7795707.61
31807,9053844.493
31808,10181142.64
31809,8056518.042
31810,5144237.946
31811,9453762.544
31812,7943131.383
31813,7457740.717
31814,7751540.864
31815,6676886.007
31816,5174775.481
31817,2507082.229
31818,8666746.301
31819,7066544.011
31820,10756115.91
31821,7557229.188
31822,6176112.544
31823,5493205.491
31824,5167425.526
31825,4053129.694
31826,7677818.627
31827,6164288.461
31828,7188571.296
31829,11319681.79
31830,6133218.195
31831,2989121.852
31832,9234484.36
31833,11895774.69
31834,9538674.381
31835,4104047.985
31836,11979068.77
31837,1617190.327
31838,8256724.707
31839,2179234.054
31840,11239100.91
31841,6382049.825
31842,12613386.67
31843,2396956.225
31844,7359774.344
31845,8424574.383
31846,5856669.268
31847,4609915.647
31848,6457820.149
31849,9065595.004
31850,8825514.52
31851,13498652.33
31852,8771977.502
31853,11295909.14
31854,8592616.643
31855,5846360.244
31856,10244896.78
31857,10558553.99
31858,12412519.88
31859,20827511.33
31860,8526560.185
31861,15968211.08
31862,7569926.149
31863,10422907.31
31864,1816795.566
31865,7770192.342
31866,3839207.171
31867,9211252.602
31868,5122119.691
31869,8751021.59
31870,3298675.923
31871,4260987.162
31872,10875926.28
31873,7038411.622
31874,5429800.219
31875,7188848.531
31876,5722713.257
31877,14941430.19
31878,4895862.105
31879,11216143.11
31880,9566205.645
31881,3865880.843
31882,11119490.16
31883,5089801.074
31884,6016904.504
31885,7208108.26
31886,7857552.232
31887,9322477.176
31888,4366497.697
31889,14970623.01
31890,5408780.715
31891,7166704.591
31892,3143845.56
31893,16568914.28
31894,9353349.016
31895,4080078.806
31896,2630262.367
31897,2203117.343
31898,2499846.923
31899,4700056.376
31900,8157845.88
31901,8178444.567
31902,7522468.012
31903,14019581.62
31904,4918121.521
31905,6221008.092
31906,5916274.063
31907,3125934.239
31908,4491329.398
31909,9119274.912
31910,3877229.109
31911,2467154.42
31912,8187947.653
31913,10121841.42
31914,7240227.532
31915,8584870.91
31916,3943634.289
31917,4275935.77
31918,5354220.192
31919,7335323.488
31920,3840627.851
31921,11933857.2
31922,8675096.213
31923,15530058.6
31924,13027544.98
31925,5252908.982
31926,11287318.99
31927,8518519.386
31928,7362393.286
31929,13446345.32
31930,9019511.713
31931,9191483.196
31932,9976070.354
31933,9226714.802
31934,6847238.219
31935,6294349.686
31936,3969366.437
31937,8844740.929
31938,5574730.602
31939,7169498.773
31940,9998755.589
31941,18455860.31
31942,6438644.056
31943,8462739.321
31944,1549731.922
31945,6447568.058
31946,11976983.13
31947,10067075.51
31948,7209517.284
31949,16294017.79
31950,10249784.68
31951,7233412.107
31952,6256562.244
31953,4607445.736
31954,10082889.2
31955,5611758.847
31956,9181386.674
31957,3284212.437
31958,3938494.672
31959,12403894.91
31960,8153742.361
31961,10882979.6
31962,6020258.474
31963,8300294.296
31964,4040908.432
31965,7567563.204
31966,16799281.75
31967,11056841.19
31968,9762916.16
31969,25855192.1
31970,7593462.255
31971,3868916.599
31972,4870652.855
31973,5356848.517
31974,10752552.47
31975,3699343.591
31976,4579851.495
31977,9769167.261
31978,7163206.699
31979,4487362.601
31980,4722830.581
31981,7093230.099
31982,8620641.22
31983,6933421.165
31984,7238956.235
31985,5134431.425
31986,4224548.226
31987,6205576.468
31988,10671808.5
31989,13628945.96
31990,5251068.434
31991,10981039.44
31992,4411316.774
31993,9459065.715
31994,7027786.097
31995,11901043.27
31996,9699539.148
31997,6030904.056
31998,3509878.66
31999,4981854.62
32000,8745155.059
32001,25947993.18
32002,17800295.06
32003,8060995.932
32004,7275487.883
32005,4186529.333
32006,14436438.39
32007,11595422.72
32008,7572680.951
32009,3323671.535
32010,7618023.622
32011,4740045.933
32012,1271090.575
32013,4963733.295
32014,8420437.424
32015,12405055.93
32016,8652139.991
32017,11032960.27
32018,10706342.83
32019,4944775.514
32020,5728920.128
32021,11403922.97
32022,5707024.701
32023,4576865.259
32024,7076851.014
32025,7177319.488
32026,4922750.755
32027,7571099.303
32028,5386170.014
